URL,page_type,product_count,primary_keyword,secondary_keywords,keyword_evidence,search_intent,current_title,proposed_title,title_status,current_h1,proposed_h1,h1_status,current_meta_description,proposed_meta_description,meta_status,current_intro,proposed_intro,intro_status,h1_count,h2_count,h3_count,product_alignment,strong_product_matches,weak_product_matches,mismatched_products,canonical,breadcrumb,internal_incoming_links,anchor_text_status,schema_consistency,cannibalization_cluster,priority,recommended_action,notes
/bizhuta-s-moysanit/,intent,0,бижута с мойсанит,,"SEMANTIC TARGET — URL, taxonomy, current SEO definition and generated catalogue; no local GSC/search-volume export",material,Бижута с мойсанит – материал и детайли | Българитъм,Бижута с мойсанит – материал и детайли | Българитъм,GOOD,Бижута с мойсанит,Бижута с мойсанит,GOOD,"Бижута с мойсанит: сравни камъка мойсанит, размера и закопчаването в информацията от бранда. Ориентирай се по вид бижу, материал, камък и размер.","Бижута с мойсанит: сравни камъка мойсанит, размера и закопчаването в информацията от бранда. Ориентирай се по вид бижу, материал, камък и размер.",GOOD,"При бижута с мойсанит мойсанит е водещият камък, а материалът и обковът допълват избора. Преди избор на бижута с мойсанит провери точния материал, размерите и начина на поддръжка, посочени за конкретното бижу.",,GOOD,1,4,2,EMPTY,0,0,0,/bizhuta-s-moysanit/,Начало > Аксесоари > Български бижута,0,NO INCOMING ANCHOR,CONSISTENT,,WAIT,WAIT FOR CATALOGUE,Do not enrich copy before catalogue expansion
/bizhuta-s-perli/,intent,11,бижута с перли,бижута перли | перли бижута | бижута от перли,"SEMANTIC TARGET — URL, taxonomy, current SEO definition and generated catalogue; no local GSC/search-volume export",material,Бижута с перли – материал и детайли | Българитъм,Бижута с перли – материал и детайли | Българитъм,GOOD,Бижута с перли,Бижута с перли,GOOD,"Бижута с перли: сравни камъка перла, размера и закопчаването в информацията от бранда. Ориентирай се по вид бижу, материал, камък и размер.","Бижута с перли: сравни камъка перла, размера и закопчаването в информацията от бранда. Ориентирай се по вид бижу, материал, камък и размер.",GOOD,"При бижута с перли перла е водещият камък, а материалът и обковът допълват избора. Преди избор на бижута с перли провери точния материал, размерите и начина на поддръжка, посочени за конкретното бижу.",,GOOD,1,3,2,STRONG,11,0,0,/bizhuta-s-perli/,Начало > Аксесоари > Български бижута,46,GOOD,CONSISTENT,,P2,Optimize flagged fields; preserve the verified catalogue intent,
/bizhuta-s-rubin/,intent,0,бижута с рубин,,"SEMANTIC TARGET — URL, taxonomy, current SEO definition and generated catalogue; no local GSC/search-volume export",material,Бижута с рубин – материал и детайли | Българитъм,Бижута с рубин – материал и детайли | Българитъм,GOOD,Бижута с рубин,Бижута с рубин,GOOD,"Бижута с рубин: сравни камъка рубин, размера и закопчаването в информацията от бранда. Ориентирай се по вид бижу, материал, камък и размер.","Бижута с рубин: сравни камъка рубин, размера и закопчаването в информацията от бранда. Ориентирай се по вид бижу, материал, камък и размер.",GOOD,"При бижута с рубин рубин е водещият камък, а материалът и обковът допълват избора. Преди избор на бижута с рубин провери точния материал, размерите и начина на поддръжка, посочени за конкретното бижу.",,GOOD,1,4,2,EMPTY,0,0,0,/bizhuta-s-rubin/,Начало > Аксесоари > Български бижута,0,NO INCOMING ANCHOR,CONSISTENT,,WAIT,WAIT FOR CATALOGUE,Do not enrich copy before catalogue expansion
/bizhuta-s-tigrovo-oko/,intent,0,бижута с тигрово око,,"SEMANTIC TARGET — URL, taxonomy, current SEO definition and generated catalogue; no local GSC/search-volume export",material,Бижута с тигрово око – материал и детайли | Българитъм,Бижута с тигрово око – материал и детайли | Българитъм,GOOD,Бижута с тигрово око,Бижута с тигрово око,GOOD,"Бижута с тигрово око: сравни камъка тигрово око, размера и закопчаването в информацията от бранда. Ориентирай се по вид бижу, материал, камък и размер.","Бижута с тигрово око: сравни камъка тигрово око, размера и закопчаването в информацията от бранда. Ориентирай се по вид бижу, материал, камък и размер.",GOOD,"При бижута с тигрово око тигрово око е водещият камък, а материалът и обковът допълват избора. Преди избор на бижута с тигрово око провери точния материал, размерите и начина на поддръжка, посочени за конкретното бижу.",,GOOD,1,4,2,EMPTY,0,0,0,/bizhuta-s-tigrovo-oko/,Начало > Аксесоари > Български бижута,0,NO INCOMING ANCHOR,CONSISTENT,,WAIT,WAIT FOR CATALOGUE,Do not enrich copy before catalogue expansion
/bizhuta-s-tsitrin/,intent,0,бижута с цитрин,,"SEMANTIC TARGET — URL, taxonomy, current SEO definition and generated catalogue; no local GSC/search-volume export",material,Бижута с цитрин – материал и детайли | Българитъм,Бижута с цитрин – материал и детайли | Българитъм,GOOD,Бижута с цитрин,Бижута с цитрин,GOOD,"Бижута с цитрин: сравни камъка цитрин, размера и закопчаването в информацията от бранда. Съпостави изработката, размерите и важните детайли.","Бижута с цитрин: сравни камъка цитрин, размера и закопчаването в информацията от бранда. Съпостави изработката, размерите и важните детайли.",GOOD,"При бижута с цитрин цитрин е водещият камък, а материалът и обковът допълват избора. Преди избор на бижута с цитрин провери точния материал, размерите и начина на поддръжка, посочени за конкретното бижу.",,GOOD,1,4,2,EMPTY,0,0,0,/bizhuta-s-tsitrin/,Начало > Аксесоари > Български бижута,0,NO INCOMING ANCHOR,CONSISTENT,,WAIT,WAIT FOR CATALOGUE,Do not enrich copy before catalogue expansion
/boho-roklya/,intent,0,бохо рокля,бохо рокли | бохо рокли онлайн,"SEMANTIC TARGET — URL, taxonomy, current SEO definition and generated catalogue; no local GSC/search-volume export",product type,Бохо рокли – модели и идеи | Българитъм,Бохо рокли – модели и идеи | Българитъм,GOOD,Бохо рокли,Бохо рокли,GOOD,"Бохо рокли: сравни кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери. Данните са от бранда.","Бохо рокли: сравни кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери. Данните са от бранда.",GOOD,"При бохо рокли можеш да сравниш рокли според кройката, материята и повода. При бохо рокли провери размерите, точния състав и указанията за поддръжка в информацията от бранда.",,GOOD,1,4,2,EMPTY,0,0,0,/boho-roklya/,Начало > Качествени български дрехи > Български дамски дрехи,0,NO INCOMING ANCHOR,CONSISTENT,,WAIT,WAIT FOR CATALOGUE,Do not enrich copy before catalogue expansion
/bulgarska-bebeshka-kozmetika/,intent,5,българска бебешка козметика,,"SEMANTIC TARGET — URL, taxonomy, current SEO definition and generated catalogue; no local GSC/search-volume export",informational-commercial hybrid,Българска бебешка козметика – грижа и състав | Българитъм,Българска бебешка козметика – грижа и състав | Българитъм,GOOD,Българска бебешка козметика,Българска бебешка козметика,GOOD,"Българска бебешка козметика: ориентирай се според бебешка грижа. Сравни предложенията по вид, материали и предназначение. Детайлите са при бранда.","Българска бебешка козметика: ориентирай се според бебешка грижа. Сравни предложенията по вид, материали и предназначение. Детайлите са при бранда.",GOOD,"При българска бебешка козметика изборът се насочва към бебешка грижа. При българска бебешка козметика прочети начина на употреба и пълния INCI списък на конкретния продукт, особено ако имаш чувствителност или установена кожна нужда.",,GOOD,1,3,2,STRONG,5,0,0,/bulgarska-bebeshka-kozmetika/,Начало > Деца > Козметика за деца,1,GOOD,CONSISTENT,,P3,IMPROVING — review the flagged on-page fields,
/bulgarska-bio-kozmetika/,intent,1,Българска био козметика,,"SEMANTIC TARGET — URL, taxonomy, current SEO definition and generated catalogue; no local GSC/search-volume export",informational-commercial hybrid,Българска био козметика | Българитъм,Българска био козметика | Българитъм,GOOD,Българска био козметика,Българска био козметика,GOOD,"Разгледай българска био козметика от локални марки в Българитъм. Ориентирай се по нужда, формула и начин на използване. Данните са от бранда.","Разгледай българска био козметика от локални марки в Българитъм. Ориентирай се по нужда, формула и начин на използване. Данните са от бранда.",GOOD,Разгледай българска био козметика от локални марки и сравни наличните продукти за ежедневна грижа.,,GOOD,1,2,0,STRONG,0,1,0,/bulgarska-bio-kozmetika/,Начало,1,GOOD,CONSISTENT,/bulgarska-bio-kozmetika/ | /k/kozmetika/,P3,THIN — CATALOGUE PRIORITY,
/bulgarska-kozmetika-s-roza/,intent,1,българска козметика с роза,българска козметика с розово масло | козметика от българска роза | козметика с българска роза,"SEMANTIC TARGET — URL, taxonomy, current SEO definition and generated catalogue; no local GSC/search-volume export",informational-commercial hybrid,Българска козметика с розово масло | Българитъм,Българска козметика с розово масло | Българитъм,GOOD,Българска козметика с розово масло,Българска козметика с розово масло,GOOD,Българска козметика с розово масло: ориентирай се според съставката розово масло. Съпостави формулите според нуждата и своята рутина. Провери ги при,Българска козметика с розово масло: ориентирай се според съставката розово масло. Съпостави формулите според нуждата и своята рутина. Провери ги при,GOOD,"При българска козметика с розово масло изборът се насочва към вида грижа и присъствието на розово масло в състава. При българска козметика с розово масло прочети начина на употреба и пълния INCI списък на конкретния продукт, особено ако имаш чувствителност или установена кожна нужда.",,GOOD,1,3,2,STRONG,1,0,0,/bulgarska-kozmetika-s-roza/,Начало > Българска козметика,3,GOOD,CONSISTENT,,P3,THIN — CATALOGUE PRIORITY,
/bulgarski-boti/,intent,0,български боти,боти български | дамски боти български | дамски български боти,"SEMANTIC TARGET — URL, taxonomy, current SEO definition and generated catalogue; no local GSC/search-volume export",product type,Български боти – модели и идеи | Българитъм,Български боти – модели и идеи | Българитъм,GOOD,Български боти,Български боти,GOOD,"Български боти: сравни кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери.","Български боти: сравни кройката и размерите в предложенията от български брандове. Ориентирай се по състав, силует и таблица с размери.",GOOD,"При български боти можеш да сравниш боти според кройката, материята и повода. При български боти провери размерите, точния състав и указанията за поддръжка в информацията от бранда.",,GOOD,1,4,2,EMPTY,0,0,0,/bulgarski-boti/,Начало > Аксесоари > Обувки,0,NO INCOMING ANCHOR,CONSISTENT,,WAIT,WAIT FOR CATALOGUE,Do not enrich copy before catalogue expansion
/bulgarski-brandove-za-drehi/,brand-directory,0,български брандове за дрехи,,"SEMANTIC TARGET — URL, taxonomy, current SEO definition and generated catalogue; no local GSC/search-volume export",category,Български брандове за дрехи и модни марки | Българитъм,Български брандове за дрехи и модни марки | Българитъм,GOOD,Български брандове за дрехи,Български брандове за дрехи,GOOD,"Открий български брандове за дрехи, модни марки и дизайнери с дамско, мъжко и детско облекло в Българитъм.","Открий български брандове за дрехи, модни марки и дизайнери с дамско, мъжко и детско облекло в Българитъм.",SHORT,,,MISSING,1,3,0,EMPTY,0,0,0,/bulgarski-brandove-za-drehi/,Начало > Български брандове > Български брандове за дрехи,1,GOOD,REVIEW NAME/DESCRIPTION,,WAIT,WAIT FOR CATALOGUE,Do not enrich copy before catalogue expansion
/bulgarski-brandove/,CollectionPage,0,Български брандове,,"SEMANTIC TARGET — URL, taxonomy, current SEO definition and generated catalogue; no local GSC/search-volume export",category,Български брандове – каталог на родни марки | Българитъм,Български брандове – каталог на родни марки | Българитъм,GOOD,Български брандове,Български брандове,GOOD,"Открий подбрани български брандове и родни производители по категории – дом и интериор, козметика, облекло, подаръци и още.","Открий подбрани български брандове и родни производители по категории – дом и интериор, козметика, облекло, подаръци и още.",GOOD,,,MISSING,1,4,5,EMPTY,0,0,0,/bulgarski-brandove/,Начало > Български брандове,923,GOOD,REVIEW NAME/DESCRIPTION,,WAIT,WAIT FOR CATALOGUE,No matching PUBLIC_LANDING_GRAPH node; keyword inferred from rendered page | Do not enrich copy before catalogue expansion
/bulgarski-damski-pizhami/,intent,25,български дамски пижами,,"SEMANTIC TARGET — URL, taxonomy, current SEO definition and generated catalogue; no local GSC/search-volume export",product type,Български дамски пижами от локални марки | Българитъм,Български дамски пижами от локални марки | Българитъм,GOOD,Български дамски пижами,Български дамски пижами,GOOD,"Разгледай български дамски пижами и домашни комплекти от локални марки в Българитъм. Съпостави кройките, материите и начина на носене. Провери ги при","Разгледай български дамски пижами и домашни комплекти от локални марки в Българитъм. Съпостави кройките, материите и начина на носене. Провери ги при",GOOD,Български дамски пижами и домашни комплекти от локални марки са събрани тук за по-лесно разглеждане. Сравни наличните модели и избери според предпочитанията си за стил и материя.,,GOOD,1,2,0,STRONG,25,0,0,/bulgarski-damski-pizhami/,Начало > Качествени български дрехи > Български дамски дрехи,68,GOOD,CONSISTENT,,P2,Optimize flagged fields; preserve the verified catalogue intent,
/bulgarski-damski-sportni-ekipi/,intent,36,български дамски спортни екипи,български спортен екип | български спортни екипи онлайн | дамски спортни екипи български | спортни екипи български | спортни екипи българско производство,"SEMANTIC TARGET — URL, taxonomy, current SEO definition and generated catalogue; no local GSC/search-volume export",product type,Български дамски спортни екипи – модели и идеи | Българитъм,Български дамски спортни екипи – модели и идеи | Българитъм,GOOD,Български дамски спортни екипи,Български дамски спортни екипи,GOOD,"Български дамски спортни екипи: сравни кройката и размерите в предложенията от български брандове. Съпостави кройките, материите и начина на носене.","Български дамски спортни екипи: сравни кройката и размерите в предложенията от български брандове. Съпостави кройките, материите и начина на носене.",GOOD,"При български дамски спортни екипи можеш да сравниш спортни екипи според кройката, материята и повода. При български дамски спортни екипи провери размерите, точния състав и указанията за поддръжка в информацията от бранда.",,GOOD,1,3,2,STRONG,36,0,0,/bulgarski-damski-sportni-ekipi/,Начало > Качествени български дрехи > Български дамски дрехи,84,GOOD,CONSISTENT,,P2,Optimize flagged fields; preserve the verified catalogue intent,
